session_id,date,day_index,device,user_type,arm,converted,page_load_ms
4152,2026-06-03,2,desktop,returning,treatment,1,2065.0
4153,2026-06-03,2,mobile,returning,treatment,0,2003.6
4154,2026-06-03,2,mobile,returning,treatment,1,1699.4
4155,2026-06-03,2,mobile,new,control,0,1272.4
4156,2026-06-03,2,desktop,new,control,0,1539.8
4157,2026-06-03,2,mobile,new,control,1,2051.5
4158,2026-06-03,2,mobile,returning,treatment,0,2025.1
4159,2026-06-03,2,mobile,returning,treatment,0,1392.6
4160,2026-06-03,2,mobile,returning,control,0,1993.5
4161,2026-06-03,2,mobile,returning,treatment,0,2512.3
4162,2026-06-03,2,mobile,returning,treatment,0,1911.2
4163,2026-06-03,2,desktop,returning,control,0,1264.9
4164,2026-06-03,2,mobile,returning,control,0,1475.0
4165,2026-06-03,2,mobile,returning,treatment,0,2703.8
4166,2026-06-03,2,desktop,returning,treatment,0,1168.1
4167,2026-06-03,2,desktop,returning,control,0,1535.9
4168,2026-06-03,2,mobile,returning,treatment,0,2010.9
4169,2026-06-03,2,desktop,returning,treatment,0,1934.3
4170,2026-06-03,2,desktop,returning,control,0,1387.2
4171,2026-06-03,2,mobile,returning,treatment,0,2016.4
4172,2026-06-03,2,mobile,new,control,0,1908.1
4173,2026-06-03,2,mobile,returning,control,0,1995.7
4174,2026-06-03,2,mobile,new,treatment,0,1752.2
4175,2026-06-03,2,desktop,new,treatment,0,1178.2
4176,2026-06-03,2,desktop,returning,control,0,1424.4
4177,2026-06-03,2,desktop,new,treatment,0,1860.3
4178,2026-06-03,2,mobile,returning,control,0,2316.9
4179,2026-06-03,2,mobile,new,treatment,0,2145.8
4180,2026-06-03,2,desktop,returning,control,1,1318.8
4181,2026-06-03,2,mobile,new,treatment,0,2347.4
4182,2026-06-03,2,mobile,returning,treatment,0,2328.2
4183,2026-06-03,2,desktop,returning,treatment,0,1552.8
4184,2026-06-03,2,mobile,returning,treatment,0,1710.3
4185,2026-06-03,2,mobile,new,control,0,1531.6
4186,2026-06-03,2,mobile,returning,treatment,0,1525.1
4187,2026-06-03,2,mobile,returning,treatment,0,2270.2
4188,2026-06-03,2,mobile,returning,treatment,0,1720.6
4189,2026-06-03,2,mobile,new,treatment,1,1932.3
4190,2026-06-03,2,mobile,new,treatment,0,2639.4
4191,2026-06-03,2,mobile,new,treatment,0,2636.0
4192,2026-06-03,2,mobile,returning,control,0,2590.8
4193,2026-06-03,2,mobile,new,control,0,1940.8
4194,2026-06-03,2,mobile,new,treatment,0,2334.2
4195,2026-06-03,2,desktop,new,control,0,1321.4
4196,2026-06-03,2,mobile,returning,treatment,0,2407.9
4197,2026-06-03,2,mobile,new,treatment,0,1916.5
4198,2026-06-03,2,mobile,new,treatment,0,1770.1
4199,2026-06-03,2,desktop,returning,control,0,1279.8
4200,2026-06-03,2,desktop,new,treatment,0,1538.6
4201,2026-06-03,2,mobile,new,control,0,2616.8
4202,2026-06-03,2,mobile,returning,control,0,2079.3
4203,2026-06-03,2,mobile,new,treatment,0,2077.7
4204,2026-06-03,2,mobile,returning,control,0,1712.6
4205,2026-06-03,2,mobile,new,control,0,1374.9
4206,2026-06-03,2,mobile,new,treatment,1,1884.7
4207,2026-06-03,2,mobile,new,control,0,1694.3
4208,2026-06-03,2,mobile,returning,treatment,0,1831.9
4209,2026-06-03,2,desktop,new,control,1,1677.0
4210,2026-06-03,2,mobile,new,treatment,1,1881.8
4211,2026-06-03,2,mobile,returning,control,0,1812.9
4212,2026-06-03,2,desktop,returning,treatment,0,1015.7
4213,2026-06-03,2,mobile,new,control,0,1878.6
4214,2026-06-03,2,mobile,new,treatment,0,1624.7
4215,2026-06-03,2,mobile,new,treatment,0,1836.3
4216,2026-06-03,2,desktop,new,treatment,1,1511.5
4217,2026-06-03,2,desktop,new,control,0,1329.5
4218,2026-06-03,2,mobile,new,treatment,0,2353.3
4219,2026-06-03,2,mobile,returning,treatment,1,2887.3
4220,2026-06-03,2,mobile,new,treatment,0,1254.7
4221,2026-06-03,2,mobile,new,treatment,0,2292.6
4222,2026-06-03,2,mobile,returning,treatment,0,2286.0
4223,2026-06-03,2,desktop,returning,treatment,0,1617.0
4224,2026-06-03,2,mobile,returning,control,0,2536.7
4225,2026-06-03,2,mobile,new,control,0,1626.7
4226,2026-06-03,2,mobile,new,treatment,0,3287.2
4227,2026-06-03,2,mobile,returning,treatment,0,2315.8
4228,2026-06-03,2,mobile,returning,control,0,1811.8
4229,2026-06-03,2,desktop,new,treatment,0,1251.6
4230,2026-06-03,2,mobile,new,control,0,1677.1
4231,2026-06-03,2,mobile,returning,treatment,0,1831.1
4232,2026-06-03,2,desktop,new,treatment,1,1565.8
4233,2026-06-03,2,desktop,new,treatment,0,1389.3
4234,2026-06-03,2,mobile,new,treatment,0,1412.1
4235,2026-06-03,2,mobile,returning,treatment,0,1665.6
4236,2026-06-03,2,desktop,returning,control,1,2274.5
4237,2026-06-03,2,desktop,new,treatment,0,1318.1
4238,2026-06-03,2,desktop,new,control,0,1210.5
4239,2026-06-03,2,desktop,returning,control,0,1415.5
4240,2026-06-03,2,desktop,new,control,0,1407.3
4241,2026-06-03,2,desktop,returning,treatment,0,1712.1
4242,2026-06-03,2,desktop,new,control,0,1610.6
4243,2026-06-03,2,mobile,returning,control,0,1315.1
4244,2026-06-03,2,mobile,returning,treatment,0,2284.8
4245,2026-06-03,2,mobile,returning,treatment,1,1589.5
4246,2026-06-03,2,mobile,returning,treatment,0,1960.7
4247,2026-06-03,2,desktop,new,treatment,0,1690.5
4248,2026-06-03,2,mobile,returning,control,0,2009.1
4249,2026-06-03,2,mobile,returning,treatment,0,1811.8
4250,2026-06-03,2,desktop,returning,treatment,0,1237.8
4251,2026-06-03,2,desktop,returning,control,0,1489.1
4252,2026-06-03,2,desktop,new,treatment,0,1824.6
4253,2026-06-03,2,mobile,new,control,1,2103.4
4254,2026-06-03,2,mobile,returning,treatment,1,1844.7
4255,2026-06-03,2,mobile,returning,treatment,0,2285.0
4256,2026-06-03,2,desktop,returning,control,0,1800.6
4257,2026-06-03,2,mobile,returning,treatment,0,2521.8
4258,2026-06-03,2,mobile,new,treatment,0,2869.3
4259,2026-06-03,2,mobile,returning,control,0,1327.5
4260,2026-06-03,2,desktop,new,treatment,0,1196.6
4261,2026-06-03,2,mobile,new,treatment,0,1715.6
4262,2026-06-03,2,mobile,new,treatment,0,3218.8
4263,2026-06-03,2,mobile,returning,treatment,0,1983.9
4264,2026-06-03,2,mobile,returning,treatment,0,2817.4
4265,2026-06-03,2,desktop,returning,control,1,2132.7
4266,2026-06-03,2,desktop,new,control,0,1025.7
4267,2026-06-03,2,desktop,returning,control,0,1411.1
4268,2026-06-03,2,mobile,returning,treatment,0,1886.0
4269,2026-06-03,2,desktop,new,control,0,1591.0
4270,2026-06-03,2,desktop,new,treatment,0,1537.2
4271,2026-06-03,2,desktop,returning,treatment,0,1747.2
4272,2026-06-03,2,mobile,returning,control,0,2504.5
4273,2026-06-03,2,mobile,new,treatment,0,1903.7
4274,2026-06-03,2,mobile,returning,treatment,0,1368.4
4275,2026-06-03,2,mobile,returning,treatment,0,1673.1
4276,2026-06-03,2,mobile,returning,treatment,0,2230.6
4277,2026-06-03,2,desktop,returning,treatment,0,1463.6
4278,2026-06-03,2,desktop,new,control,0,1219.0
4279,2026-06-03,2,mobile,returning,treatment,0,3072.4
4280,2026-06-03,2,mobile,returning,treatment,0,1743.2
4281,2026-06-03,2,mobile,new,treatment,1,1410.2
4282,2026-06-03,2,mobile,new,treatment,0,1706.8
4283,2026-06-03,2,desktop,returning,treatment,0,969.8
4284,2026-06-03,2,desktop,returning,treatment,0,1506.3
4285,2026-06-03,2,mobile,new,treatment,0,2596.2
4286,2026-06-03,2,desktop,new,treatment,0,1310.3
4287,2026-06-03,2,mobile,returning,treatment,0,1565.4
4288,2026-06-03,2,mobile,returning,treatment,0,2172.0
4289,2026-06-03,2,mobile,returning,treatment,1,2813.3
4290,2026-06-03,2,desktop,returning,treatment,1,1766.2
4291,2026-06-03,2,mobile,new,control,0,1594.5
4292,2026-06-03,2,mobile,new,treatment,0,2439.1
4293,2026-06-03,2,mobile,new,treatment,0,2690.3
4294,2026-06-03,2,mobile,returning,treatment,0,1839.0
4295,2026-06-03,2,mobile,returning,treatment,0,2349.4
4296,2026-06-03,2,mobile,returning,treatment,0,1863.6
4297,2026-06-03,2,mobile,new,treatment,0,2115.6
4298,2026-06-03,2,mobile,new,control,0,2040.9
4299,2026-06-03,2,mobile,returning,treatment,1,1615.6
4300,2026-06-03,2,mobile,returning,treatment,0,1852.2
4301,2026-06-03,2,mobile,returning,control,0,1751.1
4302,2026-06-03,2,mobile,returning,treatment,1,2794.9
4303,2026-06-03,2,desktop,new,treatment,0,1418.5
4304,2026-06-03,2,mobile,new,control,0,2000.8
4305,2026-06-03,2,mobile,new,treatment,0,1107.9
4306,2026-06-03,2,desktop,returning,control,0,1535.1
4307,2026-06-03,2,mobile,returning,treatment,0,1871.3
4308,2026-06-03,2,mobile,new,treatment,0,2441.8
4309,2026-06-03,2,desktop,new,treatment,0,1633.5
4310,2026-06-03,2,desktop,new,control,0,1141.8
4311,2026-06-03,2,desktop,returning,control,0,1470.5
4312,2026-06-03,2,mobile,returning,control,0,2527.7
4313,2026-06-03,2,mobile,new,treatment,0,2245.7
4314,2026-06-03,2,desktop,returning,control,0,2264.2
4315,2026-06-03,2,desktop,returning,treatment,0,1397.9
4316,2026-06-03,2,desktop,returning,treatment,0,1748.1
4317,2026-06-03,2,mobile,new,treatment,0,1859.9
4318,2026-06-03,2,mobile,new,control,0,1776.8
4319,2026-06-03,2,desktop,returning,control,0,1192.5
4320,2026-06-03,2,desktop,returning,treatment,0,1893.1
4321,2026-06-03,2,mobile,new,treatment,0,1730.1
4322,2026-06-03,2,desktop,new,control,0,1268.3
4323,2026-06-03,2,mobile,returning,treatment,0,1528.5
4324,2026-06-03,2,mobile,returning,treatment,0,1665.3
4325,2026-06-03,2,desktop,new,treatment,0,1212.1
4326,2026-06-03,2,desktop,new,treatment,0,1654.4
4327,2026-06-03,2,mobile,new,control,0,1392.4
4328,2026-06-03,2,mobile,new,treatment,0,2778.2
4329,2026-06-03,2,mobile,new,treatment,0,2047.9
4330,2026-06-03,2,mobile,returning,treatment,0,1468.5
4331,2026-06-03,2,mobile,new,control,0,1655.5
4332,2026-06-03,2,mobile,returning,control,0,2208.8
4333,2026-06-03,2,desktop,returning,treatment,0,1804.4
4334,2026-06-03,2,desktop,returning,treatment,0,1816.9
4335,2026-06-03,2,mobile,new,treatment,0,2413.4
4336,2026-06-03,2,mobile,returning,treatment,0,2516.9
4337,2026-06-03,2,mobile,returning,treatment,0,1860.1
4338,2026-06-03,2,mobile,new,treatment,0,2399.8
4339,2026-06-03,2,mobile,new,treatment,0,1831.8
4340,2026-06-03,2,desktop,returning,treatment,0,1849.5
4341,2026-06-03,2,mobile,returning,treatment,0,2936.9
4342,2026-06-03,2,desktop,returning,control,0,1403.4
4343,2026-06-03,2,mobile,new,treatment,0,2313.4
4344,2026-06-03,2,desktop,new,treatment,0,2214.1
4345,2026-06-03,2,desktop,new,treatment,0,1709.6
4346,2026-06-03,2,desktop,new,treatment,0,1442.4
4347,2026-06-03,2,desktop,returning,treatment,0,1649.7
4348,2026-06-03,2,desktop,new,control,0,1335.1
4349,2026-06-03,2,desktop,new,control,0,976.2
4350,2026-06-03,2,mobile,returning,control,0,1309.6
4351,2026-06-03,2,desktop,returning,treatment,0,1489.1
4352,2026-06-03,2,desktop,new,treatment,0,1654.7
4353,2026-06-03,2,mobile,returning,control,0,1858.7
4354,2026-06-03,2,mobile,returning,control,0,2735.6
4355,2026-06-03,2,mobile,new,treatment,1,2098.4
4356,2026-06-03,2,mobile,new,control,0,1559.1
4357,2026-06-03,2,mobile,returning,treatment,0,1987.8
4358,2026-06-03,2,mobile,returning,control,0,1760.3
4359,2026-06-03,2,mobile,new,treatment,0,2100.6
4360,2026-06-03,2,mobile,returning,treatment,0,2125.5
4361,2026-06-03,2,mobile,new,treatment,0,1427.1
4362,2026-06-03,2,mobile,new,treatment,0,1712.6
4363,2026-06-03,2,desktop,returning,treatment,0,1287.4
4364,2026-06-03,2,mobile,returning,treatment,1,2257.7
4365,2026-06-03,2,mobile,returning,treatment,0,1779.1
4366,2026-06-03,2,desktop,new,treatment,0,1356.7
4367,2026-06-03,2,mobile,new,treatment,0,2189.8
4368,2026-06-03,2,mobile,new,treatment,0,1611.1
4369,2026-06-03,2,mobile,new,treatment,0,2515.0
4370,2026-06-03,2,mobile,returning,treatment,1,2329.6
4371,2026-06-03,2,mobile,new,treatment,1,2734.5
4372,2026-06-03,2,mobile,returning,treatment,0,2032.0
4373,2026-06-03,2,mobile,new,treatment,0,1614.6
4374,2026-06-03,2,mobile,new,treatment,0,2543.6
4375,2026-06-03,2,mobile,returning,treatment,0,1735.9
4376,2026-06-03,2,mobile,returning,treatment,0,2089.1
4377,2026-06-03,2,mobile,new,treatment,0,1900.9
4378,2026-06-03,2,mobile,returning,control,0,2047.6
4379,2026-06-03,2,mobile,new,treatment,0,2092.1
4380,2026-06-03,2,mobile,returning,treatment,0,2894.3
4381,2026-06-03,2,mobile,returning,treatment,0,1890.6
4382,2026-06-03,2,mobile,new,treatment,0,2278.8
4383,2026-06-03,2,mobile,new,treatment,0,1477.3
4384,2026-06-03,2,mobile,new,treatment,0,2409.1
4385,2026-06-03,2,desktop,returning,control,0,1719.5
4386,2026-06-03,2,mobile,new,treatment,0,1386.0
4387,2026-06-03,2,desktop,returning,treatment,0,1607.3
4388,2026-06-03,2,mobile,returning,treatment,0,1681.1
4389,2026-06-03,2,desktop,returning,control,0,1093.9
4390,2026-06-03,2,mobile,returning,treatment,0,1561.8
4391,2026-06-03,2,mobile,new,treatment,0,2106.3
4392,2026-06-03,2,desktop,returning,treatment,0,1891.8
4393,2026-06-03,2,mobile,returning,control,0,2174.6
4394,2026-06-03,2,mobile,returning,treatment,0,2477.0
4395,2026-06-03,2,mobile,new,treatment,0,2809.3
4396,2026-06-03,2,desktop,new,treatment,0,1885.1
4397,2026-06-03,2,mobile,returning,control,0,2464.5
4398,2026-06-03,2,desktop,returning,treatment,0,1213.6
4399,2026-06-03,2,mobile,new,treatment,0,1836.5
4400,2026-06-03,2,mobile,new,treatment,0,2657.6
4401,2026-06-03,2,desktop,new,control,0,1541.7
4402,2026-06-03,2,desktop,returning,treatment,0,1531.2
4403,2026-06-03,2,desktop,new,control,0,1869.1
4404,2026-06-03,2,desktop,new,control,0,1947.6
4405,2026-06-03,2,mobile,new,treatment,0,2084.3
4406,2026-06-03,2,mobile,new,treatment,0,1728.4
4407,2026-06-03,2,mobile,returning,control,0,1648.4
4408,2026-06-03,2,mobile,returning,treatment,1,1563.6
4409,2026-06-03,2,desktop,new,treatment,0,1731.2
4410,2026-06-03,2,mobile,returning,treatment,0,2690.4
4411,2026-06-03,2,mobile,new,treatment,0,2212.3
4412,2026-06-03,2,mobile,new,treatment,1,2177.5
4413,2026-06-03,2,mobile,new,treatment,0,1928.0
4414,2026-06-03,2,desktop,new,control,0,1502.9
4415,2026-06-03,2,mobile,returning,treatment,0,1674.1
4416,2026-06-03,2,desktop,new,control,0,1570.1
4417,2026-06-03,2,desktop,new,treatment,0,1727.6
4418,2026-06-03,2,mobile,new,treatment,0,1911.7
4419,2026-06-03,2,mobile,returning,treatment,0,2069.3
4420,2026-06-03,2,mobile,returning,treatment,0,1871.4
4421,2026-06-03,2,mobile,new,treatment,1,2337.0
4422,2026-06-03,2,mobile,new,treatment,0,2045.3
4423,2026-06-03,2,mobile,new,control,0,2452.7
4424,2026-06-03,2,desktop,returning,control,0,1008.4
4425,2026-06-03,2,mobile,new,treatment,1,1970.9
4426,2026-06-03,2,desktop,returning,control,0,1510.0
4427,2026-06-03,2,desktop,new,treatment,0,1753.1
4428,2026-06-03,2,mobile,new,treatment,0,1877.3
4429,2026-06-03,2,mobile,returning,treatment,0,1916.2
4430,2026-06-03,2,desktop,returning,control,0,1715.7
4431,2026-06-03,2,desktop,new,treatment,0,1267.1
4432,2026-06-03,2,desktop,new,treatment,0,829.8
4433,2026-06-03,2,desktop,returning,treatment,0,1673.2
4434,2026-06-03,2,mobile,new,treatment,0,1792.2
4435,2026-06-03,2,mobile,returning,control,0,2017.1
4436,2026-06-03,2,desktop,returning,control,0,1716.9
4437,2026-06-03,2,desktop,returning,treatment,0,1159.1
4438,2026-06-03,2,mobile,returning,treatment,0,2716.8
4439,2026-06-03,2,desktop,returning,control,0,1687.9
4440,2026-06-03,2,mobile,returning,treatment,0,1837.1
4441,2026-06-03,2,mobile,new,treatment,0,1395.5
4442,2026-06-03,2,desktop,new,control,0,856.3
4443,2026-06-03,2,desktop,returning,control,0,1487.7
4444,2026-06-03,2,mobile,new,control,0,1611.4
4445,2026-06-03,2,desktop,new,control,0,1424.8
4446,2026-06-03,2,desktop,new,control,0,1588.7
4447,2026-06-03,2,mobile,new,treatment,0,1616.9
4448,2026-06-03,2,mobile,new,treatment,0,1964.2
4449,2026-06-03,2,mobile,returning,treatment,0,2147.3
4450,2026-06-03,2,mobile,new,treatment,0,2367.4
4451,2026-06-03,2,mobile,returning,treatment,0,2143.8
4452,2026-06-03,2,desktop,returning,treatment,0,1696.2
4453,2026-06-03,2,desktop,returning,control,0,1769.4
4454,2026-06-03,2,mobile,returning,treatment,0,2036.6
4455,2026-06-03,2,desktop,returning,treatment,0,1724.1
4456,2026-06-03,2,desktop,returning,control,0,976.1
4457,2026-06-03,2,desktop,new,treatment,0,1848.6
4458,2026-06-03,2,mobile,new,treatment,0,1311.6
4459,2026-06-03,2,desktop,returning,control,0,1216.3
4460,2026-06-03,2,desktop,returning,control,0,1548.4
4461,2026-06-03,2,mobile,new,treatment,0,1772.0
4462,2026-06-03,2,desktop,returning,control,0,1554.5
4463,2026-06-03,2,mobile,returning,treatment,0,3052.9
4464,2026-06-03,2,mobile,new,treatment,0,2699.5
4465,2026-06-03,2,mobile,new,treatment,0,1871.2
4466,2026-06-03,2,mobile,returning,control,0,2125.1
4467,2026-06-03,2,desktop,new,treatment,0,1879.3
4468,2026-06-03,2,mobile,new,treatment,0,1607.6
4469,2026-06-03,2,mobile,new,treatment,0,2080.8
4470,2026-06-03,2,mobile,returning,control,0,2245.3
4471,2026-06-03,2,mobile,returning,treatment,0,2589.5
4472,2026-06-03,2,mobile,returning,treatment,0,2176.2
4473,2026-06-03,2,mobile,returning,treatment,0,2282.5
4474,2026-06-03,2,mobile,new,treatment,0,1992.2
4475,2026-06-03,2,mobile,returning,treatment,0,2253.7
4476,2026-06-03,2,desktop,new,control,0,1872.7
4477,2026-06-03,2,mobile,new,treatment,0,2249.6
4478,2026-06-03,2,desktop,returning,treatment,0,1420.2
4479,2026-06-03,2,desktop,returning,treatment,0,1445.6
4480,2026-06-03,2,desktop,returning,treatment,0,1382.5
4481,2026-06-03,2,desktop,new,control,0,1430.4
4482,2026-06-03,2,desktop,returning,treatment,0,2010.9
4483,2026-06-03,2,mobile,new,control,0,1830.8
4484,2026-06-03,2,mobile,returning,treatment,1,2334.8
4485,2026-06-03,2,mobile,returning,treatment,0,2057.4
4486,2026-06-03,2,mobile,new,treatment,0,1801.1
4487,2026-06-03,2,mobile,new,control,0,2841.7
4488,2026-06-03,2,mobile,new,treatment,0,2927.3
4489,2026-06-03,2,mobile,returning,treatment,0,1727.1
4490,2026-06-03,2,desktop,returning,control,1,1308.3
4491,2026-06-03,2,desktop,returning,treatment,0,1851.7
4492,2026-06-03,2,mobile,new,treatment,0,2354.8
4493,2026-06-03,2,mobile,returning,treatment,0,2145.2
4494,2026-06-03,2,mobile,new,treatment,0,1690.6
4495,2026-06-03,2,mobile,returning,treatment,0,1914.4
4496,2026-06-03,2,mobile,new,control,0,2422.8
4497,2026-06-03,2,mobile,new,treatment,0,2418.2
4498,2026-06-03,2,mobile,new,treatment,0,1988.1
4499,2026-06-03,2,mobile,new,treatment,0,1851.1
4500,2026-06-03,2,desktop,new,treatment,0,1038.0
4501,2026-06-03,2,mobile,new,treatment,0,1495.7
4502,2026-06-03,2,mobile,new,control,0,1335.3
4503,2026-06-03,2,desktop,new,treatment,0,1683.9
4504,2026-06-03,2,mobile,returning,treatment,0,2001.8
4505,2026-06-03,2,mobile,new,treatment,0,1662.1
4506,2026-06-03,2,mobile,returning,treatment,1,1182.7
4507,2026-06-03,2,mobile,returning,treatment,0,1574.2
4508,2026-06-03,2,mobile,new,treatment,0,1819.1
4509,2026-06-03,2,mobile,new,treatment,0,2528.9
4510,2026-06-03,2,mobile,new,treatment,0,1997.5
4511,2026-06-03,2,mobile,returning,treatment,0,2590.5
4512,2026-06-03,2,desktop,returning,treatment,0,1480.6
4513,2026-06-03,2,mobile,returning,treatment,0,2622.5
4514,2026-06-03,2,mobile,returning,control,0,1681.8
4515,2026-06-03,2,mobile,new,treatment,0,2809.0
4516,2026-06-03,2,mobile,returning,treatment,0,1586.5
4517,2026-06-03,2,mobile,new,treatment,0,2264.2
4518,2026-06-03,2,mobile,returning,treatment,0,1623.7
4519,2026-06-03,2,mobile,returning,treatment,0,2377.7
4520,2026-06-03,2,mobile,returning,treatment,0,2010.2
4521,2026-06-03,2,mobile,new,treatment,0,1780.2
4522,2026-06-03,2,desktop,returning,control,0,1074.9
4523,2026-06-03,2,mobile,new,control,0,1616.9
4524,2026-06-03,2,mobile,new,treatment,0,2005.5
4525,2026-06-03,2,mobile,new,treatment,0,2448.3
4526,2026-06-03,2,mobile,new,treatment,0,1774.9
4527,2026-06-03,2,mobile,returning,treatment,1,2023.5
4528,2026-06-03,2,mobile,returning,treatment,0,3217.1
4529,2026-06-03,2,mobile,returning,treatment,1,1281.0
4530,2026-06-03,2,mobile,new,treatment,0,2031.6
4531,2026-06-03,2,desktop,returning,control,0,2001.4
4532,2026-06-03,2,mobile,new,treatment,0,1648.2
4533,2026-06-03,2,mobile,new,treatment,0,2729.8
4534,2026-06-03,2,desktop,new,treatment,0,1470.8
4535,2026-06-03,2,mobile,new,control,0,1709.5
4536,2026-06-03,2,mobile,returning,treatment,0,1539.6
4537,2026-06-03,2,desktop,new,treatment,0,1319.1
4538,2026-06-03,2,desktop,new,control,0,1645.4
4539,2026-06-03,2,mobile,new,treatment,0,2046.0
4540,2026-06-03,2,desktop,new,control,0,1422.5
4541,2026-06-03,2,mobile,new,control,0,2321.3
4542,2026-06-03,2,desktop,returning,control,0,1240.7
4543,2026-06-03,2,mobile,new,treatment,0,1476.7
4544,2026-06-03,2,mobile,new,treatment,0,2034.1
4545,2026-06-03,2,mobile,returning,control,0,1955.6
4546,2026-06-03,2,mobile,new,treatment,0,1913.4
4547,2026-06-03,2,desktop,returning,control,0,1617.6
4548,2026-06-03,2,mobile,returning,treatment,0,1412.0
4549,2026-06-03,2,mobile,new,control,0,1345.0
4550,2026-06-03,2,mobile,returning,treatment,1,1767.2
4551,2026-06-03,2,mobile,returning,treatment,0,2044.5
4552,2026-06-03,2,mobile,new,treatment,1,2594.1
4553,2026-06-03,2,mobile,new,treatment,0,2202.2
4554,2026-06-03,2,mobile,returning,treatment,0,2441.5
4555,2026-06-03,2,mobile,returning,treatment,0,1933.6
4556,2026-06-03,2,desktop,new,control,0,1814.7
4557,2026-06-03,2,mobile,returning,treatment,0,2141.2
4558,2026-06-03,2,mobile,new,treatment,0,1970.6
4559,2026-06-03,2,mobile,new,treatment,0,2128.0
4560,2026-06-03,2,mobile,new,treatment,1,2558.8
4561,2026-06-03,2,mobile,new,treatment,0,1806.2
4562,2026-06-03,2,desktop,new,treatment,0,1289.3
4563,2026-06-03,2,desktop,returning,control,0,1431.7
4564,2026-06-03,2,mobile,returning,treatment,0,1499.1
4565,2026-06-03,2,desktop,returning,treatment,0,1742.3
4566,2026-06-03,2,mobile,returning,treatment,0,2080.5
4567,2026-06-03,2,mobile,new,treatment,0,2008.6
4568,2026-06-03,2,desktop,returning,treatment,0,1241.4
4569,2026-06-03,2,mobile,returning,treatment,0,2855.1
4570,2026-06-03,2,desktop,returning,treatment,0,1431.3
4571,2026-06-03,2,mobile,returning,treatment,0,1955.7
4572,2026-06-03,2,desktop,new,treatment,0,1138.3
4573,2026-06-03,2,desktop,returning,treatment,0,1039.1
4574,2026-06-03,2,mobile,returning,control,0,1532.5
4575,2026-06-03,2,desktop,new,treatment,0,1068.8
4576,2026-06-03,2,mobile,new,treatment,0,1826.1
4577,2026-06-03,2,mobile,returning,treatment,0,2090.3
4578,2026-06-03,2,mobile,new,treatment,0,2093.3
4579,2026-06-03,2,mobile,returning,control,0,2001.4
4580,2026-06-03,2,mobile,new,control,0,2580.4
4581,2026-06-03,2,mobile,new,treatment,0,1628.0
4582,2026-06-03,2,desktop,returning,treatment,0,1194.8
4583,2026-06-03,2,mobile,new,control,0,968.1
4584,2026-06-03,2,mobile,returning,treatment,0,1998.5
4585,2026-06-03,2,desktop,new,control,0,1331.3
4586,2026-06-03,2,mobile,returning,treatment,0,2253.7
4587,2026-06-03,2,mobile,returning,control,0,1741.3
4588,2026-06-03,2,mobile,returning,control,0,2768.3
4589,2026-06-03,2,mobile,returning,treatment,0,2347.8
4590,2026-06-03,2,mobile,new,control,0,1804.9
4591,2026-06-03,2,mobile,returning,treatment,1,1809.2
4592,2026-06-03,2,mobile,returning,control,0,1666.6
4593,2026-06-03,2,mobile,new,treatment,0,2126.6
4594,2026-06-03,2,mobile,returning,treatment,1,1754.1
4595,2026-06-03,2,mobile,new,treatment,0,1631.4
4596,2026-06-03,2,mobile,returning,control,0,2369.0
4597,2026-06-03,2,mobile,returning,treatment,1,3205.2
4598,2026-06-03,2,desktop,new,treatment,0,1546.1
4599,2026-06-03,2,mobile,returning,treatment,0,2632.3
4600,2026-06-03,2,mobile,new,treatment,1,1874.9
4601,2026-06-03,2,mobile,returning,treatment,0,1877.5
4602,2026-06-03,2,desktop,new,treatment,0,1473.2
4603,2026-06-03,2,mobile,new,control,0,1834.9
4604,2026-06-03,2,desktop,returning,treatment,0,1568.2
4605,2026-06-03,2,mobile,new,treatment,0,2054.9
4606,2026-06-03,2,mobile,new,treatment,0,2007.8
4607,2026-06-03,2,desktop,new,control,0,1469.2
4608,2026-06-03,2,mobile,returning,treatment,0,1831.6
4609,2026-06-03,2,desktop,returning,treatment,0,1205.2
4610,2026-06-03,2,desktop,new,treatment,0,1426.0
4611,2026-06-03,2,mobile,new,treatment,0,2410.5
4612,2026-06-03,2,mobile,new,control,0,1358.2
4613,2026-06-03,2,desktop,new,control,0,1152.6
4614,2026-06-03,2,mobile,returning,control,0,1658.1
4615,2026-06-03,2,mobile,returning,treatment,0,1710.3
4616,2026-06-03,2,mobile,returning,control,0,961.9
4617,2026-06-03,2,desktop,new,control,1,1023.3
4618,2026-06-03,2,mobile,new,control,0,2301.2
4619,2026-06-03,2,desktop,returning,treatment,0,1414.3
4620,2026-06-03,2,desktop,returning,control,0,1645.0
4621,2026-06-03,2,mobile,returning,treatment,0,2333.6
4622,2026-06-03,2,desktop,returning,treatment,0,1702.1
4623,2026-06-03,2,desktop,new,control,0,1888.6
4624,2026-06-03,2,mobile,returning,control,0,2011.6
4625,2026-06-03,2,desktop,new,treatment,0,1192.2
4626,2026-06-03,2,mobile,returning,treatment,0,2049.9
4627,2026-06-03,2,desktop,returning,control,0,1119.3
4628,2026-06-03,2,desktop,returning,control,0,1200.0
4629,2026-06-03,2,mobile,returning,treatment,0,1613.5
4630,2026-06-03,2,mobile,new,treatment,1,1510.5
4631,2026-06-03,2,desktop,returning,treatment,1,1479.7
4632,2026-06-03,2,mobile,new,treatment,0,2889.7
4633,2026-06-03,2,desktop,new,treatment,0,1617.5
4634,2026-06-03,2,mobile,returning,control,0,2148.1
